Sr,Name,Material Code,Material Name,Material Group,Marerial New Group,Has Serial No,Customer Code
1835,102155,102155,Stand Fan,Consumable,Building & Civil Stores & Spares,0,
1836,102154,102154,Disinfection liquid,Consumable,OHS Stores & Spares,0,
1837,102153,102153,Infra Thermometer (1S),Consumable,OHS Stores & Spares,0,
1838,102152,102152,PVC Face Shields,Consumable,OHS Stores & Spares,0,
1839,102151,102151,ASSY.MAG.VALVE(EX.BRAKE) - TATA LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1840,102150,102150,Brake Pad - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1841,102149,102149,Sprocket Chain Kit,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1842,102148,102148,V-Belt (VHSZ91049200) for Excavator,Consumable,Plant & Machinery Stores & Spares (Excavators),0,
1843,102144,102144,Face Shields,Consumable,OHS Stores & Spares,0,
1844,102147,102147,Ceiling Rubber Bit,Consumable,Building & Civil Stores & Spares,0,
1845,102146,102146,Nail 1/2'',Consumable,Building & Civil Stores & Spares,0,
1846,102145,102145,Nail 6'',Consumable,Building & Civil Stores & Spares,0,
1847,102142,102142,Dual Valve Assy ( 4611000040) for LPK Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1848,102143,102143,Propeller Shaft Nut bolt for LPK Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1849,102141,102141,Magnet Switch 24V for LPK Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1850,102139,102139,Engine Hour Meter (1089958106) for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1851,102138,102138,Engine Tachometer (9096687100) for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1852,102137,102137,Pressure Plate for TATA Trailer,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1853,102136,102136,Clutch Plate for TATA Trailer,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1854,102135,102135,Basketball ,Consumable,Other Miscelleanous Stores & Spares,0,
1855,102134,102134,Plastic Bucket 80 litres,Consumable,Other Miscelleanous Stores & Spares,0,
1856,102133,102133,Dim Bulb,Consumable,Building & Civil Stores & Spares,0,
1857,102132,102132,Steel Hot Case 1 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1858,102131,102131,Steel Hot Case 2 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1859,102130,102130,Steel Hot Case 3 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1860,102129,102129,Steel Hot Pot (Freshia) 5 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1861,102128,102128,Steel Hot Pot (Freshia) 4 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1862,102127,102127,"D-Shackle 5 Ton, D-Shackle Bolt",Consumable,Tools and Tackle,0,
1863,102126,102126,"D-Shackle 3 Ton, D-Shackle Bolt",Consumable,Tools and Tackle,0,
1864,102125,102125,"Wire Rope 5 meter, 12mm Flexible",Consumable,Tools and Tackle,0,
1865,102124,102124,"Wire Rope 3 meter, 12mm Flexible",Consumable,Tools and Tackle,0,
1866,102123,102123,"Wire Rope 2 meter, 12mm Flexible",Consumable,Tools and Tackle,0,
1867,102122,102122,"Lever Pulley, Capacity 1.5 ton",Consumable,Tools and Tackle,0,
1868,102121,102121,Ring Binder File (Aerotix),Consumable,Office Printing & Stationery Stores & Spares,0,
1869,102120,102120,MCB 6 Amps,Consumable,Electrical (Stores & Spares),0,
1870,102119,102119,HDPE Pipe 40mm PN- 6,Consumable,Building & Civil Stores & Spares,0,
1871,102118,102118,Cheque Register,Consumable,Office Printing & Stationery Stores & Spares,0,
1872,102117,102117,Lamp Assy Rear Combination RH (Back Light) for Mahindra Scorpio,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1873,102116,102116,"Pneumatic Operated Barrel Pump Model No - AMTABP-50, Make Ambica",Consumable,Tools and Tackle,0,
1874,102115,102115,Polypropylene Rope,Consumable,Other Miscelleanous Stores & Spares,0,
1875,102114,102114,Foot Mate Rubber,Consumable,Other Miscelleanous Stores & Spares,0,
1876,102113,102113,Sample Container,Consumable,OHS Stores & Spares,0,
1877,102112,102112,Multi-Drug 10 Drugs Test Dip Card,Consumable,OHS Stores & Spares,0,
1878,102111,102111,Plywood 19mm (Normal),Consumable,Building & Civil Stores & Spares,0,
1879,102110,102110,Measuring Tape 3 M ,Consumable,Building & Civil Stores & Spares,0,
1880,102109,102109,Chain for power chain,Consumable,Tools and Tackle,0,
1881,102108,102108,Riti for power chain ,Consumable,Tools and Tackle,0,
1882,102107,102107,245/70 R16,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1883,102106,102106,Paddle Servo Assy  278404371019),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1884,102103,102103,Air Filter ( 253409130241) TATA Winger,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1885,102102,102102,Diesel Filter ( 7111296) TATA Winger,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1886,102105,102105,AIR FILTER OUTER 278609139910) -WATER TANKER ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1887,102101,102101,Lube filter (278918130104) TATA Winger,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1888,102104,102104,AIR FILTER INNER - WATER TANKER,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1889,102100,102100,HP Long life AP3 Grease,Consumable,Lubricants,0,
1890,102099,102099,Engine Oil 15w40 - HP,Consumable,Lubricants,0,
1891,102097,102097,GI Pipe 70mm,Consumable,Building & Civil Stores & Spares,0,
1892,102096,102096,Makita High Pressure Washer ( Module No: HWIII) for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1893,102095,102095,"Battery for LPK Tipper 150Ah (12V), Amaron Black",Consumable,Motor Vehicle Stores & Spares (GAD),0,
1894,102094,102094,Slip Ring holder without brush,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1895,102093,102093,Slip Ring Carbon Brush with holder,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1896,102092,102092,Self Dive Pinion for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1897,102091,102091,Diesel Filter DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1898,102090,102090,Mobil Filter DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1899,102088,102088,Vacuum Horn for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1900,102089,102089,Vacuum Horn for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1901,102087,102087,Master Cylinder Assy for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1902,102086,102086,Coolant - Excavator,Consumable,Lubricants,0,
1903,102085,102085,Tyre (100/90 - R180 for Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1904,102084,102084,GI Pipe 60mm,Consumable,Building & Civil Stores & Spares,0,
1905,102083,102083,UG Cable 35sqmm X 2core,Consumable,Electrical (Stores & Spares),0,
1906,102082,102082,Painting Brush-100mm,Consumable,Building & Civil Stores & Spares,0,
1907,102081,102081,JK Tyre 235/75 R15,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1908,102080,102080,EP2 Grease 20 Kg for Excavator,Consumable,Lubricants,0,
1909,102079,102079,JK Tyre 11.00-20 CHLOROBUTYLE HDS TUBE (Rear),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1910,102078,102078,JK Tyre 11.00-20 CHLOROBUTYLE TUBE (Front),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1911,102077,102077,JK Tyre 10.00-20 CHLOROBUTYLE HD SUPER TUBE,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1912,102076,102076,JK Tyre 11.00-20 VEM ROCK 18PR G TT,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1913,102075,102075,JK Tyre 10.00-20 VEM ROCK 18PR G TT,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1914,102074,102074,JK Tyre 11.00-20 CRANEKING 16PR TT,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1915,102073,102073,JK Tyre 10.00-20 CRANEKING 16PR TT,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1916,102072,102072,Pump Assy with injectors and 6 nos Pipe for JCB Wheel Loader,Consumable,Plant & Machinery Stores & Spares (Weel loaders),0,
1917,102071,102071,One Switch 6A,Consumable,Electrical (Stores & Spares),0,
1918,102070,102070,DP 40 A,Consumable,Electrical (Stores & Spares),0,
1919,102069,102069,MCB Box 6 A,Consumable,Electrical (Stores & Spares),0,
1920,102068,102068,Copper wire 1 mm,Consumable,Electrical (Stores & Spares),0,
1921,102067,102067,Laptop Cooler (Double Fan),Consumable,Data Processig Stores & Spares,0,
1922,102066,102066,Thumb Drive 32 GB,Consumable,Data Processig Stores & Spares,0,
1923,102065,102065,O.T. Pan,Consumable,Building & Civil Stores & Spares,0,
1924,102064,102064,"Door Bend 4""",Consumable,Building & Civil Stores & Spares,0,
1925,102063,102063,"PVC Pipe 4""x10",Consumable,Building & Civil Stores & Spares,0,
1926,102062,102062,CGI sheet 20 mm x7',Consumable,Building & Civil Stores & Spares,0,
1927,102061,102061,"Tower bolt 6""",Consumable,Building & Civil Stores & Spares,0,
1928,102060,102060,JK Files,Consumable,Office Printing & Stationery Stores & Spares,0,
1929,102059,102059,"Door Safety lock 60""",Consumable,Building & Civil Stores & Spares,0,
1930,102058,102058,Door Handle,Consumable,Building & Civil Stores & Spares,0,
1931,102057,102057,"Painting Brush 3""",Consumable,Building & Civil Stores & Spares,0,
1932,102056,102056,Nylon Rope 6 mm,Consumable,Other Miscelleanous Stores & Spares,0,
1933,102055,102055,Ear Muff H-510,Consumable,OHS Stores & Spares,0,
1934,102052,102052,O Ring Kit ,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1935,102054,102054,Multimeter for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1936,102053,102053,Alternator for DTH ICM260 (26021580),Consumable,Plant & Machinery Stores & Spares (ICM),0,
1937,102051,102051,"Suitable Nut with Washer (Bolt Length-200mm, Bolt Head [Hexagonal] sizes. -46mm, Bolt Sizes-32mm)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1938,102050,102050,"Suitable Nut with Washer (Bolt Length-400mm, Bolt Head [Hexagonal] sizes.-46mm, Bolt Sizes -32mm)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1939,102029,102029,Raydet NED 9 Mars,Consumable,Explosive Stores & Spares,0,
1940,102049,102049,"Punch Plate (1500mmx1200mm), Hole Size 20mm, Wire Thickness 8 mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1941,102048,102048,"Wire Mesh (1500mmx1200mm), Hole Size 5mm, Wire Thickness 3 mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1942,102047,102047,"Wire Mesh (1500mmx1200mm), Hole Size 22mm, Wire Thickness 8 mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1943,102046,102046,"Lifting Belt ( 6 Mtrs, 12 MT)",Consumable,OHS Stores & Spares,0,
1944,102045,102045,"Tarpaulin 30""x24"" (90 GSM)",Consumable,OHS Stores & Spares,0,
1945,102044,102044,Oil Seal for Hub (257633407801),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1946,100628,100628,Water Separator for LPK 1618 (278609110106),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1947,102043,102043,Aluminium Paint,Consumable,Building & Civil Stores & Spares,0,
1948,102042,102042,"GI Pipe 1""",Consumable,Building & Civil Stores & Spares,0,
1949,102041,102041,"GI Tee 1/2""",Consumable,Building & Civil Stores & Spares,0,
1950,102040,102040,"GI Tee 1""",Consumable,Building & Civil Stores & Spares,0,
1951,102032,102032,"GI Nipple 6"" x 1/2""",Consumable,Building & Civil Stores & Spares,0,
1952,102039,102039,"Nipple GI Pipe 1/2"" x 4""",Consumable,Building & Civil Stores & Spares,0,
1953,102038,102038,"GI Reducer (1/2"" x 1"")",Consumable,Building & Civil Stores & Spares,0,
1954,102037,102037,Temper Pin,Consumable,Building & Civil Stores & Spares,0,
1955,102036,102036,Wooden Screw 35mm,Consumable,Building & Civil Stores & Spares,0,
1956,102035,102035,"Saddle 1/2""",Consumable,Building & Civil Stores & Spares,0,
1957,102034,102034,MABT CPVC,Consumable,Building & Civil Stores & Spares,0,
1958,102033,102033,FABT CPVC,Consumable,Building & Civil Stores & Spares,0,
1959,102031,102031,Button Bit for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1960,102030,102030,Fan Belt for JCB Wheel Loader - 332/Y5123,Consumable,Plant & Machinery Stores & Spares (Weel loaders),0,
1961,100765,100765,Rock Oil  for Drill Machine ICM 260,Consumable,Lubricants,0,
1962,102028,102028,LED Flash Light (60W),Consumable,Building & Civil Stores & Spares,0,
1963,102027,102027,MS Pipe 40mm,Consumable,Building & Civil Stores & Spares,0,
1964,102026,102026,Plywood 8mm (water proof),Consumable,Building & Civil Stores & Spares,0,
1965,102025,102025,CGI Sheet 0.45 mm*8 ft ,Consumable,Building & Civil Stores & Spares,0,
1966,102024,102024,Hinges 250mm,Consumable,Building & Civil Stores & Spares,0,
1967,102023,102023,Conduit Pipe (25mm),Consumable,Building & Civil Stores & Spares,0,
1968,102022,102022,Led Bulb 60 Watt,Consumable,Electrical (Stores & Spares),0,
1969,102021,102021,Flexible wire 4 Sq.mm,Consumable,Building & Civil Stores & Spares,0,
1970,102020,102020,Headlight Bulb 24 V,Consumable,Electrical (Stores & Spares),0,
1971,102019,102019,Stepney Wire,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1972,102018,102018,Toilet Pot Cover,Consumable,Building & Civil Stores & Spares,0,
1973,102017,102017,"GI 1/2"" Nipple 2' x 1/2""",Consumable,Building & Civil Stores & Spares,0,
1974,102016,102016,Wash Basin,Consumable,Building & Civil Stores & Spares,0,
1975,102015,102015,Grease Gun Adapter ,Consumable,Tools and Tackle,0,
1976,102014,102014,"GI Elbow 1/2""",Consumable,Building & Civil Stores & Spares,0,
1977,102013,102013,GI equal Tee,Consumable,Building & Civil Stores & Spares,0,
1978,102012,102012,"GI Socket- 1/2""",Consumable,Building & Civil Stores & Spares,0,
1979,102011,102011,"GI Nipple 1"" x 1/2"" ",Consumable,Building & Civil Stores & Spares,0,
1980,102010,102010,PVC Elbow 110mm,Consumable,Building & Civil Stores & Spares,0,
1981,102009,102009,PVC Tee 110mm,Consumable,Building & Civil Stores & Spares,0,
1982,101913,101913,GI Elbow 40mm,Consumable,Building & Civil Stores & Spares,0,
1983,101912,101912,Gate Valve 40mm,Consumable,Building & Civil Stores & Spares,0,
1984,102008,102008,Jerkin 10 Ltrs,Consumable,Other Miscelleanous Stores & Spares,0,
1985,102007,102007,Change Over Switch 200 Amp,Consumable,Electrical (Stores & Spares),0,
1986,102006,102006,MANUAL GL4 90 EP (5 Ltrs),Consumable,Lubricants,0,
1987,102005,102005,Minor Kit Brake Lining for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1988,102004,102004,Kit Lining Set  for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1989,102003,102003,Tube (110/90R18) for Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1990,102002,102002,Release Bearing Assembly for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1991,100110,100110,Tyre (size 235/75R15) for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1992,100218,100218,Tyre (235/75/R15) for Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1993,102001,102001,Door Curtain,Consumable,Other Miscelleanous Stores & Spares,0,
1994,102000,102000,Window Curtain,Consumable,Other Miscelleanous Stores & Spares,0,
1995,101999,101999,Brake Pad for Isuzu Vcross,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1996,101998,101998,K Sealent,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
1997,101997,101997,Gasket Senet,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
1998,101996,101996,Haller Sheet,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
1999,101995,101995,Anabond Big Size,Consumable,Lubricants,0,
2000,101994,101994,Water Paper,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2001,101993,101993,Red Paper,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2002,101992,101992,Cotton Cloth,Consumable,OHS Stores & Spares,0,
2003,101991,101991,Battery End,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2004,101990,101990,KOEL Care Premium Genuine Oil 7.5 Ltrs CAN (82.060.10.0.07),Consumable,Lubricants,0,
2005,101989,101989,Seal (130 x 105 x 13 mm) for ICM 260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2006,101988,101988,Air Cleaner Element (02.542.05.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2007,101987,101987,Spinon Lube Oil Filter (04.270.01.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2008,101986,101986,Fuel Filter Element (03.922.42.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2009,101985,101985,Water Separator (47.278.05.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2010,101984,101984,Sensor Unit: ELEC Temp Gauge (46.085.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2011,101983,101983,Lube Oil Pressure Sendor (2H.092.11.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2012,101982,101982,Piston Pin (02.020.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2013,101981,101981,Circlip (Internal)-35mm (50.502.35.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2014,101980,101980,Intermediate Ring: 1.3mm (04.291.11.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2015,101979,101979,Valve Stem Seal (06.631.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2016,101978,101978,Sealing Ring Cap (02.024.03.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2017,101977,101977,Sealing Ring Bottom (02.024.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2018,101976,101976,O Ring: Top P.R. Tube 5.3x17 21507 (02.024.05.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2019,101975,101975,Rocker Cover Gasket (02.024.41.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2020,101974,101974,Valve Tappet (02.024.01.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2021,101973,101973,Push Rod: Welded (02.024.70.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2022,101972,101972,Temp Switch (06.087.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2023,101971,101971,Copper Washer (12x18) (50.508.10.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2024,101970,101970,Copper Washer (14x18) (50.508.11.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2025,101969,101969,Joint: Front Cover (02.520.02.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2026,101968,101968,Cylinder Liner (02.019.04.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2027,101960,101960,Wire Snap Ring (02.022.18.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2028,101967,101967,Joint: Air Inlet Manifold (02.058.07.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2029,101966,101966,Oil Seal (65x85xx13) (03.013.06.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2030,101965,101965,Joint: EXH Inlet (02.045.08.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2031,101964,101964,Joint SS: Adaptor on EX M'Fold (34.107.06.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2032,101963,101963,Shim Ring: CYL Liner 0.2THK (02.019.03.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2033,101962,101962,Intermediate Ring: 1.3mm (04.291.06.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2034,101961,101961,Valve Guide (06.631.01.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2035,101959,101959,Valve Seat Insert-Exhaust (02.445.05.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2036,101958,101958,Valve Seat Insert-Inlet (02.445.04.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2037,101957,101957,Valve Pair Inlet & Exhaust (02.445.10.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2038,101956,101956,Piston Assembly (02.618.30.0.00),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2039,101955,101955,Oil Seal/Shaft Seal for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2040,101263,101263,Hydraulic filter - Excavator SK210,Consumable,Plant & Machinery Stores & Spares (Excavators),0,
2041,101954,101954,Hydraulic filter - Excavator SK220,Consumable,Plant & Machinery Stores & Spares (Excavators),0,
2042,101953,101953,Stamp Ink 28ml,Consumable,Office Printing & Stationery Stores & Spares,0,
2043,101952,101952,Shaft Seal (2697114458) for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2044,101951,101951,Waste Coupling,Consumable,Building & Civil Stores & Spares,0,
2045,101950,101950,Tyre (80/100/R18) for Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2046,101949,101949,Tyre (110/90/R18) for Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2047,101872,101872,Insulator for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2048,101871,101871,PVC Washer for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2049,101870,101870,Metal Shim for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2050,101869,101869,Brass Bush for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2051,101867,101867,Spring Pivot Pin for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2052,101866,101866,Assy Shackle Plate & Pin. RR S for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2053,101865,101865,Thar - Kit Rear Brake Shoe/LI for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2054,101948,101948,"Tank Nipple 1/2""",Consumable,Building & Civil Stores & Spares,0,
2055,101947,101947,Hanger Bolt No. 22,Consumable,Building & Civil Stores & Spares,0,
2056,100217,100217,Tyre (265/65/R17) for fortuner,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2057,101946,101946,Tyre (265/60/R18) for fortuner,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2058,101945,101945,Bearing FR.Wheel Outer for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2059,101944,101944,Bearing Assy-Inner Cup & Cone for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2060,101943,101943,Bolt STG MTG RH for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2061,101942,101942,Bush Pivot End for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2062,101941,101941,C V Joint for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2063,101940,101940,INT Shaft Assy 4WD TCI LHD RH for DC Turbo ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2064,101474,101474,Shock Absorber bush DC Turbo Bolero ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2065,101939,101939,Oil Seal Front Hub for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2066,101938,101938,Brake Shoe for DC Turbo,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2067,101937,101937,Lap Gloves,Consumable,OHS Stores & Spares,0,
2068,101936,101936,Blanket Tulip ,Consumable,Other Miscelleanous Stores & Spares,0,
2069,101935,101935,Hot Pot ,Consumable,Other Miscelleanous Stores & Spares,0,
2070,101527,101527,Hydraulic Jack 50 ton,Consumable,Tools and Tackle,0,
2071,101842,101842,Engine Oil for RX SU Turbo 15w40 ,Consumable,Lubricants,0,
2072,101934,101934,Fuel Water Separator for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2073,101933,101933,Oil Filter Assy for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2074,101932,101932,Red Ply Board 12 mm,Consumable,Building & Civil Stores & Spares,0,
2075,101931,101931,MS Rod 10mm,Consumable,Building & Civil Stores & Spares,0,
2076,101930,101930,MS Rod 8mm,Consumable,Building & Civil Stores & Spares,0,
2077,101929,101929,Solar Gel 83mm,Consumable,Explosive Stores & Spares,0,
2078,101928,101928,Solar Prime E 83,Consumable,Explosive Stores & Spares,0,
2079,101927,101927,Reflective Tape,Consumable,OHS Stores & Spares,0,
2080,101926,101926,Horn 24 V for Wheel Loader,Consumable,Plant & Machinery Stores & Spares (Weel loaders),0,
2081,101677,101677,Transmission Oil - Wheel Loader,Consumable,Lubricants,0,
2082,101925,101925,Seal (2697114345/2670668017) for DTH ICM260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2083,101924,101924,Shoe Brush,Consumable,Other Miscelleanous Stores & Spares,0,
2084,101923,101923,Primer 20 Kg,Consumable,Building & Civil Stores & Spares,0,
2085,101922,101922,Distemper Paint 20 Kg,Consumable,Building & Civil Stores & Spares,0,
2086,101921,101921,"Screw 1""",Consumable,Building & Civil Stores & Spares,0,
2087,101920,101920,"Door Handle 6""",Consumable,Building & Civil Stores & Spares,0,
2088,101919,101919,"Sliding bolt 12""",Consumable,Building & Civil Stores & Spares,0,
2089,101918,101918,Grease - LMP NLGI 3,Consumable,Lubricants,0,
2090,101917,101917,"Tower bolt 10""",Consumable,Building & Civil Stores & Spares,0,
2091,101916,101916,Hinges 5'',Consumable,Building & Civil Stores & Spares,0,
2092,101915,101915,GI Nipple 4'' x 6'',Consumable,Building & Civil Stores & Spares,0,
2093,101914,101914,GI Nipple 4'' x 3'',Consumable,Building & Civil Stores & Spares,0,
2094,101910,101910,L-Bracket for ICM 260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2095,101908,101908,Shim Spigot for ICM 260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2096,101560,101560,Fuel Filter for Wheel Loader ,Consumable,Plant & Machinery Stores & Spares (Weel loaders),0,
2097,101907,101907,Hand Sanitizer - MSPCL brand,Consumable,OHS Stores & Spares,0,
2098,101906,101906,"GI Gate Bolt 1"" ",Consumable,Building & Civil Stores & Spares,0,
2099,101905,101905,Sand Wire Mesh,Consumable,Building & Civil Stores & Spares,0,
2100,101904,101904,"DG Battery (12V ��� 75 Ah), Model No. KG75A",Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
2101,101903,101903,Hand Sanitizer 100ml (Sterimil Plus),Consumable,OHS Stores & Spares,0,
2102,101849,101849,Hand Sanitizer 100ml (CleanHands - Aloe Vera),Consumable,OHS Stores & Spares,0,
2103,101902,101902,Hume Pipe 600mm NP2 with Collar,Consumable,Building & Civil Stores & Spares,0,
2104,101901,101901,Combination Switch for Sonalika Tractor,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2105,101900,101900,Fly Wheel Assy for Sonalika Tractor,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2106,101899,101899,Clutch Plate Assy for Sonalika Tractor,Consumable,Motor Vehicle Stores & Spares (GAD),0,
